Time,Theta_Actual,Theta_Predicted,Gamma_Actual,Gamma_Predicted
14.39,-0.0010689991965375,-0.013723147834348508,-0.0676667694400916,-0.013723147834348508
14.4,-0.0011132022462682,-0.012731493882213521,-0.0676300733043115,-0.012731493882213521
14.41,-0.0010938543215308,-0.01123266547415484,-0.0677391549339081,-0.01123266547415484
14.42,-0.0011904299807071,-0.0090999841588277,-0.0677098853613186,-0.0090999841588277
14.43,-0.0011435384517146,-0.006867020717986925,-0.0676946810878615,-0.006867020717986925
14.44,-0.0012253716239795,-0.004436826596719411,-0.0676617494587422,-0.004436826596719411
14.45,-0.0013437053116383,-0.0022057355555922843,-0.0676525293724086,-0.0022057355555922843
14.46,-0.0013130068695656,-0.00037550350857785617,-0.0677528025673703,-0.00037550350857785617
14.47,-0.0014448285171178,0.0008880331724573885,-0.0675618387342732,0.0008880331724573885
14.48,-0.0013648836014619,0.0014944017669399137,-0.0676229941208797,0.0014944017669399137
14.49,-0.0015149434167016,0.001446949234770404,-0.0675403497752342,0.001446949234770404
14.5,-0.0014581679533117,0.0008363860611458208,-0.0676050535003145,0.0008363860611458208
14.51,-0.001466862483822,-0.00021219529078711843,-0.0676473470358614,-0.00021219529078711843
14.52,-0.0014221379307672,-0.0015887569881051673,-0.0676390970859317,-0.0015887569881051673
14.53,-0.0014261595884705,-0.003177356427893928,-0.0676873799485572,-0.003177356427893928
14.54,-0.0014649419301991,-0.004752162088197964,-0.067631786835651,-0.004752162088197964
14.55,-0.0014550137811764,-0.006242160469704005,-0.0676321898935795,-0.006242160469704005
14.56,-0.0013285727175421,-0.006350206793966834,-0.0674733142364905,-0.006350206793966834
14.57,-0.0013449671545914,-0.0061960345618250826,-0.0674462251673481,-0.0061960345618250826
14.58,-0.001331871800928,-0.006043307880677081,-0.0675210837863276,-0.006043307880677081
14.59,-0.0011829647601719,-0.005796537234370007,-0.0675098949826618,-0.005796537234370007
14.6,-0.0011631907754475,-0.005734143468407511,-0.067652535788157,-0.005734143468407511
14.61,-0.0012123052560736,-0.005032180639527536,-0.0675741046263053,-0.005032180639527536
14.62,-0.0011644717840631,-0.005468779561763438,-0.0676472298845108,-0.005468779561763438
14.63,-0.0012293778853974,-0.005889229804258416,-0.0675680752181157,-0.005889229804258416
14.64,-0.0011669137922302,-0.006130626190372655,-0.0676839746312125,-0.006130626190372655
14.65,-0.0011546835664862,-0.0061319459595386705,-0.0676783252127501,-0.0061319459595386705
14.66,-0.0012104267722584,-0.005822812811634569,-0.0676113998084117,-0.005822812811634569
14.67,-0.001290269477655,-0.004842840988326068,-0.0674822742745342,-0.004842840988326068
14.68,-0.0013536129189322,-0.004002429154493486,-0.0675158796925026,-0.004002429154493486
14.69,-0.0013230377784255,-0.0031757577964261832,-0.0675392412257828,-0.0031757577964261832
14.7,-0.0013666028303572,-0.0026836840026791993,-0.0673965484618089,-0.0026836840026791993
14.71,-0.0014171227355782,-0.002464778604559615,-0.0674584953681206,-0.002464778604559615
14.72,-0.0015966612070858,-0.002553749948803797,-0.0674467169494542,-0.002553749948803797
14.73,-0.0016011806718583,-0.00280615101796065,-0.0674925722939019,-0.00280615101796065
14.74,-0.001634286926387,-0.002925112986819474,-0.0673305820712336,-0.002925112986819474
14.75,-0.0017088614487328,-0.0031945520470168035,-0.0674199389388984,-0.0031945520470168035
14.76,-0.0018085960416878,-0.003599791634051313,-0.0673196994482723,-0.003599791634051313
14.77,-0.0018933993557603,-0.004040950505129551,-0.0674141229570359,-0.004040950505129551
14.78,-0.0019045409926003,-0.00449530854856605,-0.0674461611057894,-0.00449530854856605
14.79,-0.0019667578399385,-0.004011713529155938,-0.0674013924971247,-0.004011713529155938
14.8,-0.0019455992908516,-0.003654071429514044,-0.0673742613908276,-0.003654071429514044
14.81,-0.0020487633290892,-0.0034557363866143526,-0.0672720377592912,-0.0034557363866143526
14.82,-0.0019531991800127,-0.0032932657148665515,-0.0674385211100263,-0.0032932657148665515
14.83,-0.0020386062468887,-0.003232864783711889,-0.0673483843783881,-0.003232864783711889
14.84,-0.0019707995855795,-0.00316380944366201,-0.0673056210428224,-0.00316380944366201
14.85,-0.0018791481787766,-0.0031983544241355917,-0.067332101034968,-0.0031983544241355917
14.86,-0.0018229809275777,-0.0032115921388132275,-0.0673289013848884,-0.0032115921388132275
14.87,-0.00192625053718,-0.0034328629600211824,-0.0673289062728281,-0.0034328629600211824
14.88,-0.0018368437241224,-0.0036320886853226757,-0.0673639396138936,-0.0036320886853226757
14.89,-0.0017767790536525,-0.003770543107653821,-0.0673733140579932,-0.003770543107653821
14.9,-0.0017926093936978,-0.003979815052079668,-0.0672994510504169,-0.003979815052079668
14.91,-0.0018429598645017,-0.004141088851216928,-0.0672992017176666,-0.004141088851216928
14.92,-0.0017513632341416,-0.004258844877810718,-0.0673188777742932,-0.004258844877810718
14.93,-0.0017053482964438,-0.004344436857714077,-0.0673266644684642,-0.004344436857714077
14.94,-0.0016474745264468,-0.00434959172115525,-0.0674037696671564,-0.00434959172115525
14.95,-0.0016433713298062,-0.004329256899115286,-0.0674036254694314,-0.004329256899115286
14.96,-0.0016814135528559,-0.004310373873829265,-0.0673524546708202,-0.004310373873829265
14.97,-0.001670261001952,-0.004252035919143565,-0.0674745279480029,-0.004252035919143565
14.98,-0.0015741495075495,-0.004125842365942323,-0.0674735929024354,-0.004125842365942323
14.99,-0.0015922448008804,-0.00395949634929952,-0.0673491521926652,-0.00395949634929952
15.0,-0.0015385229577754,-0.0038300428678269827,-0.0674249140746562,-0.0038300428678269827
15.01,-0.0014972501823981,-0.003687769851860187,-0.0674741629112194,-0.003687769851860187
15.02,-0.0015170740185694,-0.003759154970720012,-0.0674729081626474,-0.003759154970720012
15.03,-0.0014429580775428,-0.0036718755596024805,-0.0673984360574442,-0.0036718755596024805
15.04,-0.0014699780531172,-0.0037455039685652045,-0.0673660740557295,-0.0037455039685652045
15.05,-0.0014596554932276,-0.0037921428056711115,-0.0672091035053331,-0.0037921428056711115
15.06,-0.0014478602471886,-0.003859495978155103,-0.0672052627920997,-0.003859495978155103
15.07,-0.0014339291461278,-0.003920410487691775,-0.0672820606686117,-0.003920410487691775
15.08,-0.0013217059087972,-0.004098808960789117,-0.0673998119039627,-0.004098808960789117
15.09,-0.0012886762681619,-0.004258059750372512,-0.0673562287591501,-0.004258059750372512
15.1,-0.0012817911616066,-0.0044965168213099566,-0.0672752427003716,-0.0044965168213099566
15.11,-0.0012506101893409,-0.005126324626041963,-0.0674092292504205,-0.005126324626041963
15.12,-0.0012257998705029,-0.005956160247090239,-0.0674263823776399,-0.005956160247090239
15.13,-0.0011331952551567,-0.006594263765255317,-0.0673332988561269,-0.006594263765255317
15.14,-0.0011165772312556,-0.007212677977224215,-0.0673364987328284,-0.007212677977224215
15.15,-0.0011703360003429,-0.0074686069582951195,-0.0673485606547494,-0.0074686069582951195
15.16,-0.0010713125939324,-0.006672779534904784,-0.067351099470489,-0.006672779534904784
15.17,-0.0010074275812384,-0.00582762158669246,-0.0674537252313514,-0.00582762158669246
15.18,-0.0010637687546915,-0.004933825722152313,-0.0674489598249042,-0.004933825722152313
15.19,-0.0009303545951502,-0.004009228060382241,-0.0675071761731756,-0.004009228060382241
15.2,-0.0010031121207591,-0.0032162168600529326,-0.0673712693961998,-0.0032162168600529326
15.21,-0.0009489795475914,-0.0026950202113150135,-0.0673957143414622,-0.0026950202113150135
15.22,-0.0009107477713372,-0.002493429569374029,-0.0674889077625395,-0.002493429569374029
15.23,-0.0008925728572876,-0.0024923149556015864,-0.067348562861937,-0.0024923149556015864
15.24,-0.0007999475325256,-0.002559168608563721,-0.0673210989780019,-0.002559168608563721
15.25,-0.0007872424905525,-0.0023939778094418177,-0.0673577443952233,-0.0023939778094418177
15.26,-0.0008266637789146,-0.00248745481521603,-0.0672767524936108,-0.00248745481521603
15.27,-0.0008230783604945,-0.0028429321804224646,-0.0673245478822883,-0.0028429321804224646
15.28,-0.0007592509346542,-0.0033238629786844463,-0.0672667141483871,-0.0033238629786844463
15.29,-0.0006897472452461,-0.003901150547167203,-0.0672145738524727,-0.003901150547167203
15.3,-0.0006594389555179,-0.004558677828078131,-0.0672956506980514,-0.004558677828078131
15.31,-0.0006010418473123,-0.005110261384382288,-0.0673309460987135,-0.005110261384382288
15.32,-0.0005677733948945,-0.0055953330554555335,-0.067408012798477,-0.0055953330554555335
15.33,-0.0005505043454505,-0.005909176315036981,-0.0674042385047209,-0.005909176315036981
15.34,-0.0004888118145626,-0.006009292742904206,-0.0673719155549028,-0.006009292742904206
15.35,-0.0004812332039133,-0.006060977158792717,-0.0674408807455979,-0.006060977158792717
15.36,-0.0003655016059553,-0.005977266116082569,-0.0674607841101792,-0.005977266116082569
15.37,-0.0004554656921966,-0.00575176051799476,-0.0673883427150474,-0.00575176051799476
15.38,-0.00046981608523,-0.005394306636688887,-0.0673814620992648,-0.005394306636688887
15.39,-0.000328888277375,-0.004916089182467286,-0.0674640633061427,-0.004916089182467286
15.4,-0.0004614339387433,-0.004438146536065422,-0.0673306115925814,-0.004438146536065422
15.41,-0.0004070605763275,-0.003980692243875209,-0.0673548604795873,-0.003980692243875209
15.42,-0.0004003136255437,-0.0035993288901752067,-0.0673224322852021,-0.0035993288901752067
15.43,-0.0004254965828369,-0.0033822183047856474,-0.0673759894301519,-0.0033822183047856474
15.44,-0.0004076915969907,-0.0031527239892024696,-0.0673730867589461,-0.0031527239892024696
15.45,-0.0004001120129225,-0.0030368986228070938,-0.0674071500927978,-0.0030368986228070938
15.46,-0.0004813099525216,-0.002965820149490355,-0.0672677097919598,-0.002965820149490355
15.47,-0.0004829554570017,-0.0030517735806210172,-0.0672472479792658,-0.0030517735806210172
15.48,-0.0005330896002416,-0.0031663922353284413,-0.0672304560768595,-0.0031663922353284413
15.49,-0.0004588924369759,-0.003223578752139262,-0.0671542173621981,-0.003223578752139262
15.5,-0.0005259446336979,-0.0034088273035622757,-0.0670690752716835,-0.0034088273035622757
15.51,-0.0005740480165159,-0.003579182375574884,-0.0670570610609916,-0.003579182375574884
15.52,-0.0005195637107153,-0.0038596438067675758,-0.0670596219315088,-0.0038596438067675758
15.53,-0.0005618677503496,-0.004119670396092987,-0.0670665051212329,-0.004119670396092987
15.54,-0.0006126476703783,-0.004155533733995943,-0.0668731788354841,-0.004155533733995943
15.55,-0.000671840490042,-0.004283158773662157,-0.066881023756725,-0.004283158773662157
15.56,-0.0006688442507739,-0.0042834650767214835,-0.0667915450231951,-0.0042834650767214835
15.57,-0.0006611452874818,-0.004359878362218704,-0.0669206734079235,-0.004359878362218704
15.58,-0.0007072485101684,-0.00435006499888883,-0.0669114873772671,-0.00435006499888883
15.59,-0.0007925144019177,-0.004430620659809273,-0.0668873269666639,-0.004430620659809273
15.6,-0.0008377022028249,-0.004413199508154695,-0.0667433946255423,-0.004413199508154695
15.61,-0.0008318679639227,-0.004232305578445242,-0.0667358288594938,-0.004232305578445242
15.62,-0.0008598406470044,-0.004325341853834035,-0.0668305036141921,-0.004325341853834035
15.63,-0.0009069557630174,-0.0043409153188168,-0.0667679451567662,-0.0043409153188168
15.64,-0.0009384419394611,-0.00438166827571734,-0.0667890384526155,-0.00438166827571734
15.65,-0.0009057102600166,-0.004252312450874325,-0.0667897095124521,-0.004252312450874325
15.66,-0.0009028900865259,-0.004131685138034268,-0.0667388669669663,-0.004131685138034268
15.67,-0.0010166859870389,-0.004048896740238266,-0.0667982233308509,-0.004048896740238266
15.68,-0.001020921916925,-0.004067854070434567,-0.066798703571486,-0.004067854070434567
15.69,-0.0010394130941849,-0.004105801978833,-0.0666730670544082,-0.004105801978833
15.7,-0.0010755173123099,-0.00406548605112713,-0.066605340817796,-0.00406548605112713
15.71,-0.0010170559878253,-0.004101824651018816,-0.0667113615928401,-0.004101824651018816
15.72,-0.0009591323783168,-0.005451332115087783,-0.0668579809965231,-0.005451332115087783
15.73,-0.0009698660797117,-0.006321397765442167,-0.066721160306301,-0.006321397765442167
15.74,-0.0009986783219716,-0.006996216780374619,-0.0667613759603654,-0.006996216780374619
15.75,-0.000999491363769,-0.006621126146850134,-0.0666594074835537,-0.006621126146850134
15.76,-0.0009437204110045,-0.006780389725003843,-0.0668016058124786,-0.006780389725003843
15.77,-0.0009399355596205,-0.0068326194226062745,-0.0668534872507451,-0.0068326194226062745
15.78,-0.0010106435208501,-0.0061223616125991726,-0.0666923577312164,-0.0061223616125991726
15.79,-0.0009115339315026,-0.00535470484096643,-0.066798325828072,-0.00535470484096643
15.8,-0.0008767240019523,-0.004630683102915815,-0.0668336064416429,-0.004630683102915815
15.81,-0.000881429760488,-0.004119489715139767,-0.0667104680437509,-0.004119489715139767
15.82,-0.0008035003578997,-0.0037802597265304827,-0.0667421565473981,-0.0037802597265304827
15.83,-0.0008499240781429,-0.003682058383279091,-0.0667849646283235,-0.003682058383279091
15.84,-0.0007391374460604,-0.003690969626420019,-0.0669296375902214,-0.003690969626420019
15.85,-0.0007589825236325,-0.003853852294986009,-0.0668796897144546,-0.003853852294986009
15.86,-0.0007663964228814,-0.0041540176026710444,-0.0668207121277551,-0.0041540176026710444
15.87,-0.0006868319309269,-0.004513042254757533,-0.0669048655017236,-0.004513042254757533
15.88,-0.0006898876214339,-0.0049797136609773494,-0.0669227956456481,-0.0049797136609773494
15.89,-0.000623681007199,-0.005246098128879505,-0.0670392590170892,-0.005246098128879505
15.9,-0.0006611764933184,-0.005641319467656971,-0.0670541468318313,-0.005641319467656971
15.91,-0.0006829216399044,-0.005931669159667023,-0.0670021297169446,-0.005931669159667023
15.92,-0.000652809670689,-0.006068203954551321,-0.0670150606746437,-0.006068203954551321
15.93,-0.000718424758958,-0.006220606661941578,-0.0671104300404066,-0.006220606661941578
15.94,-0.0007263914342978,-0.0061107898448788285,-0.0669867344446791,-0.0061107898448788285
15.95,-0.0007743805656482,-0.006016302275097304,-0.0669822181868874,-0.006016302275097304
15.96,-0.0007752920637798,-0.0058592731521604074,-0.0670303509796432,-0.0058592731521604074
15.97,-0.0008523002452185,-0.005728627860112006,-0.0670192084326651,-0.005728627860112006
15.98,-0.0009023292355703,-0.005579069882579141,-0.0670781587117955,-0.005579069882579141
15.99,-0.0008888111473679,-0.005362088655046053,-0.0669707213407832,-0.005362088655046053
16.0,-0.0008776384494394,-0.005200617328690076,-0.0669797684688779,-0.005200617328690076
16.01,-0.0008487827341454,-0.005139148036600639,-0.0669733776060991,-0.005139148036600639
16.02,-0.0009145081269647,-0.005093930344926466,-0.0669282764555846,-0.005093930344926466
16.03,-0.0009160785368871,-0.005119063720806342,-0.066883199979061,-0.005119063720806342
16.04,-0.0008152002194562,-0.005196207520332601,-0.0668732665131144,-0.005196207520332601
16.05,-0.0008026366208451,-0.0051916374272132325,-0.0668220134958753,-0.0051916374272132325
16.06,-0.0008682285366495,-0.005317737699553231,-0.0668225178968269,-0.005317737699553231
16.07,-0.000829700344089,-0.005461818126137007,-0.0668497553861567,-0.005461818126137007
16.08,-0.0007913383144663,-0.005666389334265488,-0.0668716816457315,-0.005666389334265488
16.09,-0.0007335821506112,-0.0058148344980756515,-0.0668439484228174,-0.0058148344980756515
16.1,-0.0008122022649551,-0.006040125764856984,-0.0668288158496232,-0.006040125764856984
16.11,-0.0007046288181515,-0.006131370505051487,-0.0668772005188065,-0.006131370505051487
16.12,-0.0007943510251316,-0.006235714354610646,-0.0668230809324057,-0.006235714354610646
16.13,-0.0007462546816224,-0.0059312695354160755,-0.0668375182250309,-0.0059312695354160755
16.14,-0.0006565659856622,-0.005927025717915219,-0.0668042324345402,-0.005927025717915219
16.15,-0.0006415421685978,-0.00612046026000217,-0.0668746209212926,-0.00612046026000217
16.16,-0.0006764221057989,-0.006067249058207134,-0.0668117587867142,-0.006067249058207134
16.17,-0.000678845619662,-0.006846070750955505,-0.0669517093499821,-0.006846070750955505
16.18,-0.0006408711784231,-0.00771470228942784,-0.0669432042664962,-0.00771470228942784
16.19,-0.0005926519295182,-0.00866016424717693,-0.0669789304671839,-0.00866016424717693
16.2,-0.0006109144527482,-0.009188174273850706,-0.0669520399359544,-0.009188174273850706
16.21,-0.0004851896565849,-0.008304803542645685,-0.0668276299593803,-0.008304803542645685
16.22,-0.0005360836479355,-0.007444559236932397,-0.0667551964124144,-0.007444559236932397
16.23,-0.0004960438281779,-0.0067109882948755695,-0.0668030235502193,-0.0067109882948755695
16.24,-0.0003706270369809,-0.00614256773998588,-0.0668342541113654,-0.00614256773998588
16.25,-0.0003137336076926,-0.005756821550733152,-0.0668143978849131,-0.005756821550733152
16.26,-0.0001825159422296,-0.00483904655055873,-0.0667538625913922,-0.00483904655055873
16.27,-0.0001526585004439,-0.004140815556950589,-0.0666301459643961,-0.004140815556950589
16.28,2.3804028160852164e-05,-0.0036436277933373923,-0.0666875560038359,-0.0036436277933373923
16.29,0.0001458091390518,-0.003463240476369419,-0.0666770346228487,-0.003463240476369419
16.3,0.0003840300388562,-0.003539093998076944,-0.0667606751698572,-0.003539093998076944
16.31,0.0005426342880256,-0.0037967109833857322,-0.0666686507917005,-0.0037967109833857322
16.32,0.0007223892040855,-0.004331230970130245,-0.0666451578230624,-0.004331230970130245
16.33,0.0009106306648479,-0.005215901319607676,-0.06671018150624,-0.005215901319607676
16.34,0.0011180851499424,-0.006053126365371132,-0.0667640297177424,-0.006053126365371132
16.35,0.001252447878413,-0.006756826459455606,-0.0666774526296496,-0.006756826459455606
16.36,0.0014306529663946,-0.007347527623348251,-0.0669053869900743,-0.007347527623348251
16.37,0.0016073479569264,-0.00782649765610104,-0.0670484985152497,-0.00782649765610104
16.38,0.0018236726412535,-0.008379374668104615,-0.0671986258279776,-0.008379374668104615
16.39,0.0018783580254071,-0.008727246574558967,-0.0672372109083103,-0.008727246574558967
16.4,0.0019995919490508,-0.00892948277188579,-0.0673700598591212,-0.00892948277188579
16.41,0.0021513033844269,-0.009001547594436887,-0.0674078683818229,-0.009001547594436887
16.42,0.0022225941482735,-0.009137559057886352,-0.0676014698976615,-0.009137559057886352
16.43,0.0023067120801137,-0.009160373057174095,-0.0677151119087972,-0.009160373057174095
16.44,0.0024241229756549,-0.009221096217525239,-0.0679868149343709,-0.009221096217525239
16.45,0.0025092347273975,-0.009007132967782622,-0.0679756825812105,-0.009007132967782622
16.46,0.0025289573795174,-0.00898460825411548,-0.0682648774932852,-0.00898460825411548
16.47,0.0026098974803658,-0.008923411927626974,-0.0683394465751134,-0.008923411927626974
16.48,0.002592782172538,-0.00931587678849536,-0.0684938529845387,-0.00931587678849536
16.49,0.002687889248262,-0.009932428217938997,-0.068917216174576,-0.009932428217938997
16.5,0.002576223613499,-0.010859331884522722,-0.0692068531570762,-0.010859331884522722
16.51,0.0025997555834492,-0.01181360625485365,-0.0694997524535515,-0.01181360625485365
16.52,0.0026391582353349,-0.012651377120439854,-0.0697626136585942,-0.012651377120439854
16.53,0.0026006344191767,-0.013661168100163736,-0.0701605168193551,-0.013661168100163736
16.54,0.0025944245722938,-0.014753594246126506,-0.0705128380887792,-0.014753594246126506
16.55,0.0024757496971313,-0.016144502169338507,-0.070999638078597,-0.016144502169338507
16.56,0.0023554655346136,-0.017437396122194734,-0.0713328526187924,-0.017437396122194734
16.57,0.0023590145583161,-0.018142796260112642,-0.0716367443868535,-0.018142796260112642
16.58,0.0021981183235666,-0.019143572721062575,-0.0722028849868965,-0.019143572721062575
16.59,0.002056876338349,-0.02003558615155375,-0.0726676285561749,-0.02003558615155375
16.6,0.0021368904085732,-0.020019306858975183,-0.0730454585645519,-0.020019306858975183
16.61,0.001920770127822,-0.02018958332010745,-0.0735147178643195,-0.02018958332010745
16.62,0.0019238342448274,-0.02050834870380014,-0.0740343016691315,-0.02050834870380014
16.63,0.0016229101568122,-0.02173588181612522,-0.0746359025751777,-0.02173588181612522
16.64,0.0014624699212478,-0.02313952846844943,-0.0751772611311487,-0.02313952846844943
16.65,0.0015220299495753,-0.02388093604900513,-0.075677741428643,-0.02388093604900513
16.66,0.0012338524273186,-0.025216158917385538,-0.0763483967105416,-0.025216158917385538
16.67,0.0010230260495579,-0.02644598295592414,-0.0766665971339568,-0.02644598295592414
16.68,0.001248996123994,-0.026669500679389314,-0.0772878918668177,-0.026669500679389314
16.69,0.0008053089498374,-0.02720996122951501,-0.077944972963248,-0.02720996122951501
16.7,0.0009521240153695,-0.02725924486088281,-0.078515566199744,-0.02725924486088281
16.71,0.0005946751510398,-0.02825098316032186,-0.0791505494910672,-0.02825098316032186
16.72,0.0006471681221176,-0.028518667160178375,-0.0797108479077774,-0.028518667160178375
16.73,0.0005902980344212,-0.028957464050073475,-0.0804966044646122,-0.028957464050073475
16.74,0.0001501306322143,-0.030321889128010357,-0.0810044100413071,-0.030321889128010357
16.75,0.0001275057425042,-0.03152358078395574,-0.0817871235773181,-0.03152358078395574
16.76,1.573694845313987e-05,-0.03275797970149353,-0.0824078692093316,-0.03275797970149353
16.77,1.3751773313548989e-05,-0.033305102542414644,-0.0829828952566158,-0.033305102542414644
16.78,-0.0002588709501503,-0.033070940548341865,-0.083902120942548,-0.033070940548341865
16.79,-0.0002400959344757,-0.032197607930304004,-0.0844606867698966,-0.032197607930304004
16.8,-0.0004536561926124,-0.0318987329595002,-0.0852215381240271,-0.0318987329595002
16.81,-0.0003996372764964,-0.031075957071582345,-0.0859406967506452,-0.031075957071582345
16.82,-0.0007077229529053,-0.030838024357407345,-0.0865626112661079,-0.030838024357407345
16.83,-0.0007286571722633,-0.030488053180577596,-0.087249650960326,-0.030488053180577596
16.84,-0.0007928023448733,-0.03033794887634557,-0.0880926651740597,-0.03033794887634557
16.85,-0.0009168072211315,-0.030508376922529563,-0.0888470039521205,-0.030508376922529563
16.86,-0.0010726016895573,-0.03133506854676539,-0.0894704981946476,-0.03133506854676539
16.87,-0.0012369528558381,-0.03235135959999584,-0.0901755791830265,-0.03235135959999584
16.88,-0.0012788474218137,-0.03297945687534866,-0.0908925954286222,-0.03297945687534866
16.89,-0.001362153020166,-0.03332301704251304,-0.0915660630023185,-0.03332301704251304
16.9,-0.0014079122672509,-0.03353466699053042,-0.0923593121842524,-0.03353466699053042
16.91,-0.0015215624651336,-0.03368798141456353,-0.0929294633032816,-0.03368798141456353
16.92,-0.0015464506200256,-0.03390729822312875,-0.0937149655660339,-0.03390729822312875
16.93,-0.0016275879839095,-0.033938089303340614,-0.0943741910496471,-0.033938089303340614
16.94,-0.0016690956619029,-0.03392048054600712,-0.0950599924449995,-0.03392048054600712
16.95,-0.0017736729060998,-0.03372738718172103,-0.0957762887007634,-0.03372738718172103
16.96,-0.0018839771635864,-0.03322071589974501,-0.0963357689144473,-0.03322071589974501
16.97,-0.0018797667680786,-0.03264972211400033,-0.0970244846202156,-0.03264972211400033
16.98,-0.0019933712550486,-0.032037777263432425,-0.0976114406912089,-0.032037777263432425
16.99,-0.001954520425205,-0.031212990431151028,-0.0983847252007229,-0.031212990431151028
17.0,-0.0020284226994128,-0.03041685070346327,-0.0988603007296777,-0.03041685070346327
17.01,-0.0020837204780373,-0.02956439355144603,-0.09928375831674,-0.02956439355144603
17.02,-0.0021052763884184,-0.02914444491062789,-0.0999968904485308,-0.02914444491062789
17.03,-0.0022008991155599,-0.028988742722236872,-0.1004793747751291,-0.028988742722236872
17.04,-0.0022642325558086,-0.028900692175556235,-0.1009687111624162,-0.028900692175556235
17.05,-0.0023356796412951,-0.028700788028376903,-0.1015009684846799,-0.028700788028376903
17.06,-0.0022571798669866,-0.028366477886805186,-0.1021515782354375,-0.028366477886805186
17.07,-0.002389337068699,-0.027634988046587247,-0.1025984685301746,-0.027634988046587247
17.08,-0.0024921413233192,-0.026886902820972718,-0.1029718855280557,-0.026886902820972718
17.09,-0.0024722145304466,-0.02610726659429937,-0.1035622453139731,-0.02610726659429937
17.1,-0.0026040440181557,-0.02555746468254151,-0.1039389574290283,-0.02555746468254151
17.11,-0.002578212258974,-0.025172845469468685,-0.1044856706553286,-0.025172845469468685
17.12,-0.0025490223073852,-0.024948536948792295,-0.1049929987764978,-0.024948536948792295
17.13,-0.0025491710392711,-0.024816459220758584,-0.1053958706350547,-0.024816459220758584
17.14,-0.0025803950612607,-0.024779375216397524,-0.1058046260488496,-0.024779375216397524
17.15,-0.0025031042576425,-0.02478878993839049,-0.1062753257625519,-0.02478878993839049
17.16,-0.0025027244712084,-0.025183663748409725,-0.1067611260309869,-0.025183663748409725
17.17,-0.0024776146688142,-0.025366759545112208,-0.1070860319777485,-0.025366759545112208
17.18,-0.0023797211681882,-0.025475164935812124,-0.1076020304097371,-0.025475164935812124
17.19,-0.0023763093152932,-0.025296436230699805,-0.1079438674764184,-0.025296436230699805
17.2,-0.0022703872732486,-0.025024437985964813,-0.1084955558750682,-0.025024437985964813
17.21,-0.0022570946951369,-0.024778360791892502,-0.1088353192537057,-0.024778360791892502
17.22,-0.0022501105289069,-0.02482517421918655,-0.1091806558493787,-0.02482517421918655
17.23,-0.002274687743041,-0.024941686206697643,-0.1095830987425992,-0.024941686206697643
17.24,-0.00201739445143,-0.024974508896281472,-0.1100447019980917,-0.024974508896281472
17.25,-0.0020111859810068,-0.0248345838808383,-0.1102474476365316,-0.0248345838808383
17.26,-0.0019061303927353,-0.024856793453901363,-0.1107738322347688,-0.024856793453901363
17.27,-0.001900052527677,-0.024940036524090103,-0.1111028713157201,-0.024940036524090103
17.28,-0.0018041065450307,-0.024574403190619487,-0.111550108690041,-0.024574403190619487
17.29,-0.0016476560266611,-0.023998949524283886,-0.1120479134532897,-0.023998949524283886
17.3,-0.0015245722497545,-0.02386150702222225,-0.1124941380858143,-0.02386150702222225
17.31,-0.001458684568222,-0.023755845375166458,-0.1128134664966571,-0.023755845375166458
17.32,-0.0013508289849209,-0.023428824983922805,-0.1131818831278508,-0.023428824983922805
17.33,-0.0011806232399829,-0.022848441405165856,-0.1136449197399509,-0.022848441405165856
17.34,-0.0010151601197542,-0.022320078422486657,-0.1140763910660404,-0.022320078422486657
17.35,-0.0010088694720752,-0.022351583102100142,-0.1145078637600684,-0.022351583102100142
17.36,-0.0007096457061746,-0.022338631318070998,-0.1146855608355097,-0.022338631318070998
17.37,-0.0005806794550846,-0.022190784111480115,-0.1149322021389035,-0.022190784111480115
17.38,-0.0004715624935568,-0.022147359611680677,-0.1154112147020647,-0.022147359611680677
17.39,-0.0003625690768756,-0.022289580334042255,-0.1155823245735074,-0.022289580334042255
17.4,-0.0001461243742974,-0.022541709289834462,-0.116055973041162,-0.022541709289834462
